,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,584.0,1276.0,0.05635000020265579,0.06804999709129333,0.09184999763965607,0.1315000057220459,0.1457500010728836,0.15735000371932983,0.1696999967098236,0.18619999289512634,0.1890999972820282,0.19789999723434448,0.3057500123977661,0.27390000224113464,1.0
1,608.0,1257.0,0.04960000142455101,0.05959999933838844,0.08389999717473984,0.12600000202655792,0.14550000429153442,0.1573999971151352,0.16955000162124634,0.179299995303154,0.18774999678134918,0.19144999980926514,0.31769999861717224,0.29124999046325684,2.0
2,583.0,1263.0,0.05169999971985817,0.05855000019073486,0.08089999854564667,0.11869999766349792,0.13774999976158142,0.14695000648498535,0.1595499962568283,0.16699999570846558,0.17835000157356262,0.18240000307559967,0.289000004529953,0.26089999079704285,3.0
3,615.0,1278.0,0.05494999885559082,0.06310000270605087,0.09200000017881393,0.13819999992847443,0.15960000455379486,0.17225000262260437,0.18649999797344208,0.2004999965429306,0.2071000039577484,0.211899995803833,0.3434000015258789,0.31424999237060547,4.0
4,589.0,1291.0,0.05299999937415123,0.06414999812841415,0.09059999883174896,0.13449999690055847,0.15254999697208405,0.16300000250339508,0.17659999430179596,0.19470000267028809,0.19634999334812164,0.1940000057220459,0.32910001277923584,0.2973499894142151,5.0
5,632.0,1306.0,0.051649998873472214,0.06970000267028809,0.09955000132322311,0.14499999582767487,0.16795000433921814,0.17775000631809235,0.1876000016927719,0.19030000269412994,0.2020999938249588,0.18234999477863312,0.2863500118255615,0.2567000091075897,6.0
6,561.0,1284.0,0.05364999920129776,0.061650000512599945,0.08664999902248383,0.12620000541210175,0.14384999871253967,0.1527000069618225,0.16725000739097595,0.17870000004768372,0.18694999814033508,0.18805000185966492,0.3089999854564667,0.2782500088214874,7.0
7,541.0,1301.0,0.0531499981880188,0.06469999998807907,0.08739999681711197,0.12770000100135803,0.1412000060081482,0.15230000019073486,0.16304999589920044,0.18119999766349792,0.1851000040769577,0.18275000154972076,0.30219998955726624,0.27250000834465027,8.0
8,567.0,1312.0,0.05505000054836273,0.06390000134706497,0.08900000154972076,0.12919999659061432,0.15199999511241913,0.1615999937057495,0.17499999701976776,0.1850000023841858,0.19625000655651093,0.1944500058889389,0.32245001196861267,0.2884500026702881,9.0
9,603.0,1308.0,0.05900000035762787,0.07440000027418137,0.1046999990940094,0.1509000062942505,0.16899999976158142,0.180649995803833,0.19484999775886536,0.20919999480247498,0.21265000104904175,0.21085000038146973,0.3374499976634979,0.3013499975204468,10.0
10,375.0,1037.0,0.06004999950528145,0.07249999791383743,0.10660000145435333,0.15710000693798065,0.17090000212192535,0.18045000731945038,0.19454999268054962,0.2092999964952469,0.20845000445842743,0.2284500002861023,0.30744999647140503,0.275299996137619,1.0
11,414.0,1092.0,0.05575000122189522,0.07020000368356705,0.09724999964237213,0.12319999933242798,0.15915000438690186,0.21125000715255737,0.23280000686645508,0.2524999976158142,0.26144999265670776,0.26460000872612,0.3330000042915344,0.26684999465942383,2.0
12,458.0,1030.0,0.05290000140666962,0.06324999779462814,0.09109999984502792,0.1370999962091446,0.15485000610351562,0.1632000058889389,0.17730000615119934,0.19290000200271606,0.19689999520778656,0.20565000176429749,0.31779998540878296,0.29374998807907104,3.0
13,960.0,898.0,0.060600001364946365,0.08349999785423279,0.11540000140666962,0.1648000031709671,0.18950000405311584,0.20260000228881836,0.21690000593662262,0.23090000450611115,0.2398499995470047,0.22089999914169312,0.34994998574256897,0.31290000677108765,4.0
14,988.0,849.0,0.05469999834895134,0.06024999916553497,0.08604999631643295,0.12950000166893005,0.15279999375343323,0.16449999809265137,0.17579999566078186,0.18400000035762787,0.19214999675750732,0.20565000176429749,0.2846499979496002,0.2614000141620636,5.0
15,839.0,598.0,0.0689999982714653,0.08534999936819077,0.1225999966263771,0.1867000013589859,0.21285000443458557,0.22750000655651093,0.24265000224113464,0.2624000012874603,0.2676999866962433,0.2676500082015991,0.4032000005245209,0.3698500096797943,6.0
16,886.0,630.0,0.06674999743700027,0.0832500010728836,0.12280000001192093,0.19009999930858612,0.21574999392032623,0.22939999401569366,0.2439499944448471,0.25940001010894775,0.2616499960422516,0.27480000257492065,0.37505000829696655,0.334199994802475,7.0
17,774.0,581.0,0.049400001764297485,0.061799999326467514,0.08624999970197678,0.11969999969005585,0.1517000049352646,0.1821500062942505,0.20090000331401825,0.20909999310970306,0.22345000505447388,0.22564999759197235,0.3122499883174896,0.2782999873161316,8.0
18,914.0,866.0,0.03905000165104866,0.06909999996423721,0.093299999833107,0.13359999656677246,0.14925000071525574,0.19290000200271606,0.21359999477863312,0.1988999992609024,0.23569999635219574,0.29565000534057617,0.2915000021457672,0.24735000729560852,9.0
19,686.0,583.0,0.05025000125169754,0.06030000001192093,0.08699999749660492,0.10909999907016754,0.14685000479221344,0.20155000686645508,0.22595000267028809,0.24220000207424164,0.25679999589920044,0.2529999911785126,0.3149999976158142,0.23104999959468842,10.0
20,804.0,110.0,0.03765000030398369,0.03920000046491623,0.04540000110864639,0.054099999368190765,0.06509999930858612,0.07079999893903732,0.08049999922513962,0.08675000071525574,0.09430000185966492,0.1274999976158142,0.16200000047683716,0.1160999983549118,11.0
21,823.0,154.0,0.04919999837875366,0.053950000554323196,0.061900001019239426,0.08254999667406082,0.10729999840259552,0.125450000166893,0.13234999775886536,0.12800000607967377,0.15334999561309814,0.13905000686645508,0.29315000772476196,0.294950008392334,12.0
22,916.0,160.0,0.04399999976158142,0.04100000113248825,0.04964999854564667,0.06404999643564224,0.07495000213384628,0.08340000361204147,0.089649997651577,0.09515000134706497,0.10530000180006027,0.1185000017285347,0.23759999871253967,0.22624999284744263,13.0
23,915.0,93.0,0.059050001204013824,0.07850000262260437,0.11230000108480453,0.16930000483989716,0.19165000319480896,0.20600000023841858,0.22190000116825104,0.24310000240802765,0.2476000040769577,0.24025000631809235,0.3926999866962433,0.3580000102519989,14.0
24,1037.0,190.0,0.0580499991774559,0.07784999907016754,0.11020000278949738,0.16380000114440918,0.18925000727176666,0.20694999396800995,0.2261500060558319,0.24320000410079956,0.2527500092983246,0.25554999709129333,0.39614999294281006,0.3680500090122223,15.0
25,2024.0,160.0,0.05485000088810921,0.06939999759197235,0.09165000170469284,0.12880000472068787,0.1460999995470047,0.15469999611377716,0.16670000553131104,0.18299999833106995,0.1826000064611435,0.1910499930381775,0.27129998803138733,0.2576499879360199,16.0
26,1726.0,263.0,0.0515500009059906,0.0694499984383583,0.09030000120401382,0.1251000016927719,0.1440500020980835,0.1526000052690506,0.16615000367164612,0.1777999997138977,0.18549999594688416,0.17910000681877136,0.3024500012397766,0.27230000495910645,17.0
27,1768.0,179.0,0.04859999939799309,0.06239999830722809,0.0807500034570694,0.11190000176429749,0.12800000607967377,0.1340000033378601,0.14534999430179596,0.1589999943971634,0.16314999759197235,0.16339999437332153,0.2754000127315521,0.2556000053882599,18.0
28,1815.0,123.0,0.052400000393390656,0.06520000100135803,0.08869999647140503,0.1266999989748001,0.14309999346733093,0.15189999341964722,0.16464999318122864,0.17759999632835388,0.18230000138282776,0.18960000574588776,0.249549999833107,0.24130000174045563,19.0
29,1758.0,113.0,0.05220000073313713,0.0702499970793724,0.10100000351667404,0.15039999783039093,0.16734999418258667,0.17669999599456787,0.18970000743865967,0.2087000012397766,0.20884999632835388,0.20360000431537628,0.3390499949455261,0.3094500005245209,20.0
30,1113.0,223.0,0.05824999883770943,0.08365000039339066,0.12849999964237213,0.19529999792575836,0.226500004529953,0.24369999766349792,0.2605000138282776,0.2824999988079071,0.2853499948978424,0.27239999175071716,0.41920000314712524,0.3792499899864197,21.0
31,1580.0,164.0,0.053300000727176666,0.07074999809265137,0.09719999879598618,0.14149999618530273,0.1611499935388565,0.16975000500679016,0.1826999932527542,0.19949999451637268,0.20385000109672546,0.20724999904632568,0.3358500003814697,0.30480000376701355,22.0
32,1363.0,228.0,0.05934999883174896,0.0839499980211258,0.12470000237226486,0.1956000030040741,0.23385000228881836,0.24895000457763672,0.26759999990463257,0.28870001435279846,0.2989000082015991,0.27845001220703125,0.4456999897956848,0.40389999747276306,23.0
33,1659.0,232.0,0.041749998927116394,0.03280000016093254,0.05974999815225601,0.0588500015437603,0.10419999808073044,0.19574999809265137,0.22294999659061432,0.2655999958515167,0.24490000307559967,0.2303999960422516,0.2345000058412552,0.18639999628067017,24.0
34,1619.0,261.0,0.05249999836087227,0.06544999778270721,0.08500000089406967,0.11659999936819077,0.1359499990940094,0.15360000729560852,0.16899999976158142,0.18299999833106995,0.19499999284744263,0.19910000264644623,0.3208500146865845,0.2867499887943268,25.0
35,1566.0,206.0,0.053449999541044235,0.07405000180006027,0.10289999842643738,0.15610000491142273,0.17579999566078186,0.18905000388622284,0.20424999296665192,0.2198999971151352,0.22619999945163727,0.2194499969482422,0.3608500063419342,0.33125001192092896,26.0
36,1426.0,288.0,0.04255000129342079,0.0458500012755394,0.07654999941587448,0.08709999918937683,0.12929999828338623,0.24654999375343323,0.27309998869895935,0.3093000054359436,0.305400013923645,0.27595001459121704,0.2809000015258789,0.19304999709129333,27.0
37,1630.0,351.0,0.03999999910593033,0.042649999260902405,0.0515500009059906,0.07069999724626541,0.0820000022649765,0.08730000257492065,0.09724999964237213,0.10805000364780426,0.11474999785423279,0.12700000405311584,0.23184999823570251,0.20145000517368317,28.0
38,1345.0,335.0,0.05355000123381615,0.0625,0.07739999890327454,0.10570000112056732,0.12264999747276306,0.13334999978542328,0.1451999992132187,0.15809999406337738,0.16869999468326569,0.17509999871253967,0.33880001306533813,0.3276500105857849,29.0
