,0,1
0,1.0,200.737
1,2.0,202.771
2,3.0,208.895
3,4.0,192.621
4,5.0,141.895
5,6.0,155.647
6,7.0,144.829
7,8.0,156.633
8,9.0,161.579
9,10.0,180.529
10,1.0,122.142333333333
11,2.0,116.284333333333
12,3.0,131.004333333333
13,4.0,136.962333333333
14,5.0,139.956333333333
15,6.0,155.076333333333
16,7.0,136.959
17,8.0,187.114333333333
18,9.0,145.971
19,10.0,145.974333333333
20,11.0,93.2523333333333
21,12.0,93.2523333333333
22,13.0,80.1103333333333
23,14.0,118.237
24,15.0,116.294333333333
25,16.0,122.162333333333
26,17.0,137.977
27,18.0,162.245666666667
28,19.0,105.676333333333
29,20.0,117.275666666667
30,21.0,91.3663333333333
31,22.0,119.208333333333
32,23.0,110.463
33,24.0,74.5456666666667
34,25.0,88.5323333333333
35,26.0,81.9763333333333
36,27.0,198.739
37,28.0,90.415
38,29.0,80.1103333333333
39,30.0,76.395
40,31.0,179.788333333333
41,32.0,137.957
42,33.0,158.127
43,34.0,119.208333333333
44,35.0,152.032333333333
45,36.0,142.960333333333
46,37.0,159.148333333333
47,38.0,141.955666666667
48,39.0,125.083
49,40.0,186.066333333333
50,41.0,155.076333333333
51,42.0,154.061666666667
52,43.0,133.978333333333
53,44.0,104.685
54,45.0,95.145
55,46.0,118.237
56,47.0,97.0443333333333
57,48.0,134.969666666667
58,49.0,176.661
59,50.0,133.975
60,51.0,154.663
61,52.0,138.963
62,53.0,109.037
63,54.0,130.213
64,55.0,153.675
65,56.0,131.179
66,57.0,141.895
67,58.0,139.939
68,59.0,142.871
69,60.0,149.735
70,61.0,144.829
71,62.0,108.083
72,63.0,114.779
73,64.0,205.829
74,65.0,183.543
75,66.0,117.262333333333
76,67.0,152.032333333333
77,68.0,176.664333333333
78,69.0,85.715
79,70.0,152.032333333333
80,71.0,168.380333333333
81,72.0,182.919
82,73.0,123.120333333333
83,74.0,105.646333333333
84,75.0,93.249
85,76.0,112.399
86,77.0,83.8423333333333
87,78.0,84.787
88,79.0,144.973
89,80.0,111.444333333333
90,81.0,93.249
91,82.0,129.025
92,83.0,122.142333333333
93,84.0,71.7783333333333
94,85.0,62.625
95,86.0,128.040333333333
96,87.0,111.431
97,88.0,146.979
98,89.0,111.431
99,90.0,76.395
100,91.0,105.646333333333
101,92.0,194.497
102,93.0,156.091
103,94.0,173.547
104,95.0,251.043
105,96.0,128.037
106,97.0,179.785
107,98.0,120.183
108,99.0,200.868333333333
109,100.0,172.512333333333
110,101.0,176.661
111,102.0,154.058333333333
112,103.0,128.037
113,104.0,115.309666666667
114,105.0,214.812333333333
115,106.0,139.956333333333
116,107.0,120.183
117,108.0,145.971
118,109.0,107.569
119,110.0,82.9143333333333
120,111.0,117.262333333333
121,112.0,119.215
122,113.0,135.971
123,114.0,122.142333333333
124,115.0,164.265
125,116.0,103.733666666667
126,117.0,117.255666666667
127,118.0,125.086333333333
128,119.0,119.228333333333
129,120.0,156.091
130,121.0,153.043666666667
131,122.0,157.109
132,123.0,103.727
133,124.0,104.685
134,125.0,121.161
135,126.0,107.569
136,127.0,114.338333333333
137,128.0,198.739
138,129.0,145.971
139,130.0,97.0443333333333
140,131.0,152.042333333333
141,132.0,97.051
142,133.0,104.688333333333
143,134.0,95.145
144,135.0,122.139
145,136.0,176.661
146,137.0,109.505
147,138.0,131.001
148,139.0,96.093
149,140.0,148.995
150,141.0,115.313
151,142.0,131.992333333333
152,143.0,94.197
153,144.0,131.001
154,145.0,115.309666666667
155,146.0,176.661
156,147.0,107.569
157,148.0,148.995
158,149.0,133.975
159,150.0,105.646333333333
160,151.0,155.073
161,152.0,157.109
162,153.0,117.255666666667
163,154.0,128.037
164,155.0,80.1103333333333
165,156.0,97.9956666666667
166,157.0,288.487
167,158.0,186.063
168,159.0,244.365
169,160.0,275.875666666667
170,161.0,145.971
171,162.0,258.885666666667
172,163.0,249.928333333333
173,164.0,222.398333333333
174,165.0,261.135
175,166.0,230.034333333333
176,167.0,154.058333333333
177,168.0,221.310333333333
178,169.0,157.112333333333
179,170.0,231.142333333333
180,171.0,119.208333333333
181,172.0,144.969666666667
182,173.0,178.757
183,174.0,285.033
184,175.0,274.734333333333
