,0,1
0,1.0,39.6544888927
1,2.0,50.1393146844667
2,3.0,42.4726928184
3,4.0,36.8268132420667
4,5.0,41.1959355141667
5,6.0,32.267978959
6,7.0,33.4101980003
7,8.0,49.1822268223667
8,9.0,22.7976875916667
9,10.0,34.2760411239
10,1.0,22.0666666666667
11,2.0,10.9309119399
12,3.0,26.9927480527
13,4.0,12.7995681327333
14,5.0,17.8052117520333
15,6.0,27.0504530032
16,7.0,29.2394725388667
17,8.0,13.4699271196333
18,9.0,22.2524562655
19,10.0,22.1299748391333
20,11.0,17.3892101708
21,12.0,24.1389777959
22,13.0,10.0573214344667
23,14.0,19.117150685
24,15.0,15.2847648223667
25,16.0,13.4891454915333
26,17.0,15.2731670088333
27,18.0,15.9621378480333
28,19.0,12.3406113675333
29,20.0,10.9621736301333
30,21.0,20.8415740984333
31,22.0,17.9326292629667
32,23.0,12.9342309368333
33,24.0,22.7010457181667
34,25.0,13.1835920245333
35,26.0,18.4256737832
36,27.0,10.7075629956667
37,28.0,16.1798446493
38,29.0,13.4835874529667
39,30.0,11.7594084197667
40,31.0,12.9682114766
41,32.0,41.8957796265667
42,33.0,33.9975924968667
43,34.0,34.9591993419
44,35.0,33.7263566200667
45,36.0,42.2347226186333
46,37.0,29.7352261887
47,38.0,14.8832856118667
48,39.0,25.0794622698667
49,40.0,21.3409732292333
50,41.0,37.3566030463333
51,42.0,30.4237811951333
52,43.0,33.6998591432
53,44.0,11.1469990447667
54,45.0,17.9005395433333
55,46.0,13.5784870704667
56,47.0,29.8311575566
57,48.0,32.3513557767667
58,49.0,10.3052426757667
59,50.0,24.8647904495333
60,51.0,106.239730107433
61,52.0,31.4554810978
62,53.0,5.72127914976667
63,54.0,37.4734903987333
64,55.0,44.0098420517
65,56.0,24.3574631841667
66,57.0,32.3776485516333
67,58.0,21.6043189688667
68,59.0,19.5982019179
69,60.0,26.8911070490333
70,61.0,22.2972265610667
71,62.0,22.3292374083
72,63.0,14.7412313456
73,64.0,24.2097051681333
74,65.0,35.8118091679
75,66.0,17.3245511533333
76,67.0,25.0832536018
77,68.0,35.8116665959
78,69.0,5.72725287073333
79,70.0,53.7614121533333
80,71.0,11.6699911730333
81,72.0,36.5419532635333
82,73.0,32.9190228932333
83,74.0,10.1140085647667
84,75.0,5.97527849043333
85,76.0,8.87778689323333
86,77.0,15.2332411724333
87,78.0,15.9172917538667
88,79.0,37.8998957007333
89,80.0,4.88800812333333
90,81.0,18.5727481076333
91,82.0,16.8830595168333
92,83.0,9.34287035
93,84.0,10.6367708120333
94,85.0,20.3088195618
95,86.0,26.7095483185667
96,87.0,15.5592531915333
97,88.0,33.6895317115653
98,89.0,34.9658976948667
99,90.0,27.9457834233667
100,91.0,24.7051988529667
101,92.0,47.732486925
102,93.0,36.4325504375
103,94.0,33.3280998179333
104,95.0,37.6612875893667
105,96.0,41.6370117103
106,97.0,33.6746563901333
107,98.0,24.4095874677
108,99.0,42.3881556084333
109,100.0,26.0033867232333
110,101.0,26.4846729383333
111,102.0,34.1852073523
112,103.0,27.9578644775
113,104.0,31.0258408960333
114,105.0,54.1205257413
115,106.0,19.3700731951
116,107.0,15.6501482166667
117,108.0,29.7055792898667
118,109.0,21.5654798188667
119,110.0,13.7159967365667
120,111.0,11.4149846069667
121,112.0,30.5822684931333
122,113.0,16.6530934464333
123,114.0,26.4754963636
124,115.0,35.3466783811
125,116.0,23.9496869805
126,117.0,44.2304838087667
127,118.0,26.2254766979
128,119.0,19.8539662737667
129,120.0,41.3353062026667
130,121.0,26.9385723478
131,122.0,23.3495327086
132,123.0,25.2937851991333
133,124.0,22.1365831363
134,125.0,31.9490081196667
135,126.0,16.1861686526667
136,127.0,19.8846015432333
137,128.0,32.577329223
138,129.0,15.8450999906667
139,130.0,15.2527681015333
140,131.0,21.8015873416667
141,132.0,14.511349794
142,133.0,23.7910703671333
143,134.0,11.5555086440333
144,135.0,28.2320075151
145,136.0,34.4490256723333
146,137.0,19.0710805448667
147,138.0,29.5930518480333
148,139.0,17.6749333639333
149,140.0,29.2388760908667
150,141.0,26.0094337184667
151,142.0,35.1340682214
152,143.0,27.7782934492333
153,144.0,22.0274023432667
154,145.0,20.5332190916333
155,146.0,40.5286819546
156,147.0,14.3514350994333
157,148.0,26.3740715136333
158,149.0,31.3971575287
159,150.0,18.2207498434667
160,151.0,29.7989779773667
161,152.0,24.5698872808667
162,153.0,26.4401327853667
163,154.0,22.9327798775667
164,155.0,18.3939762673667
165,156.0,13.3048863755
166,157.0,63.3335938173333
167,158.0,50.7579627421
168,159.0,8.28633716513333
169,160.0,56.8497915473667
170,161.0,14.3717844335333
171,162.0,8.66838139893333
172,163.0,10.5357195855667
173,164.0,49.9413283963
174,165.0,10.4974442489667
175,166.0,7.75143977793333
176,167.0,10.9437758320333
177,168.0,8.26761563703333
178,169.0,7.67515567513333
179,170.0,13.5159399498
180,171.0,8.85298700416667
181,172.0,20.733148283
182,173.0,55.4524532491
183,174.0,37.4157770116333
184,175.0,29.4265644559
